battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1027,0,0.5,0,2.0,1,64,0.9,103,2,7.0,1698.0,1747,3786,17,12.0,12,1,0,0,3
743,0,0.5,1,3.0,1,33,0.3,95,2,1.0,1587.0,1659,316,19,10.0,4,1,0,0,0
1177,0,0.9,0,1.0,0,11,1.0,181,4,7.0,945.0,1923,1887,8,5.0,11,1,1,1,1
882,0,0.7,1,9.0,1,28,0.2,151,6,16.0,248.0,884,751,19,11.0,8,1,0,1,0
915,0,1.1,0,6.0,0,56,0.6,187,8,17.0,532.0,1448,905,19,10.0,12,0,1,0,0
1949,0,1.8,0,1.0,0,20,0.8,186,5,4.0,518.0,592,1125,17,10.0,9,0,0,0,1
553,1,2.2,1,9.0,1,18,0.7,136,2,1.0,1287.0,1892,3300,12,10.0,20,1,0,0,3
1154,0,1.2,1,6.0,1,49,0.2,181,8,2.0,541.0,1499,978,5,3.0,7,1,0,1,0
1367,0,2.9,0,4.0,0,56,0.8,176,2,6.0,36.0,642,299,6,2.0,10,0,1,0,0
530,0,2.4,0,1.0,0,32,0.3,88,6,20.0,48.0,1012,959,17,7.0,6,0,1,0,0
899,0,0.5,1,13.0,1,57,0.9,172,2,18.0,788.0,1331,364,11,1.0,7,1,1,0,0
603,1,0.7,1,2.0,1,64,0.2,156,6,6.0,1842.0,1968,604,10,4.0,8,1,1,1,0
1732,0,0.8,0,2.0,0,61,0.3,172,5,3.0,201.0,656,3940,17,11.0,20,0,1,1,3
903,0,1.0,1,11.0,1,50,0.4,91,1,13.0,1230.0,1235,711,9,5.0,10,1,1,0,0
1076,0,2.3,1,1.0,1,14,0.7,191,5,18.0,1088.0,1718,2355,17,16.0,2,1,1,1,2
1093,0,1.9,1,2.0,1,22,0.3,196,8,14.0,238.0,807,1869,8,5.0,4,1,1,1,1
1237,1,2.5,0,7.0,0,13,0.8,98,4,12.0,18.0,1004,2528,11,8.0,16,0,0,0,2
912,1,2.0,0,1.0,0,54,0.3,161,8,5.0,329.0,1053,2330,19,5.0,20,0,1,0,1
1549,1,1.8,1,6.0,0,62,0.7,91,4,4.0,167.0,990,799,7,3.0,9,1,0,1,0
1325,0,1.9,0,2.0,0,50,0.1,146,1,10.0,499.0,695,2328,17,10.0,2,1,0,0,2
1537,1,2.5,0,4.0,1,43,0.3,137,1,5.0,839.0,1131,3685,18,17.0,17,1,1,1,3
1512,0,0.9,0,4.0,1,46,0.1,145,5,5.0,336.0,670,869,18,10.0,19,1,1,1,0
793,0,1.0,1,5.0,1,30,0.9,133,2,15.0,1858.0,1935,2332,17,13.0,14,1,1,1,2
911,1,2.9,0,6.0,0,46,0.1,181,5,1.0,461.0,670,363,9,5.0,17,0,1,0,0
880,0,2.0,1,1.0,1,50,0.5,194,7,3.0,1116.0,1381,827,15,9.0,6,1,0,1,0
934,0,2.0,1,2.0,0,30,0.7,182,8,15.0,521.0,1190,703,10,8.0,7,0,0,1,0
1413,0,0.6,0,2.0,1,13,0.1,128,1,16.0,1323.0,1481,515,5,11.0,18,1,1,0,0
732,1,2.3,1,7.0,1,39,0.6,188,7,11.0,1163.0,1554,3681,19,3.0,15,1,1,1,3
648,0,1.9,1,4.0,0,8,1.0,91,5,19.0,819.0,1997,2991,8,7.0,4,0,0,1,2
1112,0,0.5,0,1.0,1,12,0.9,190,4,6.0,777.0,1119,3302,11,3.0,20,1,1,1,3
769,0,0.5,1,12.0,1,54,0.2,112,4,19.0,1385.0,1780,941,15,8.0,20,1,0,1,0
987,1,2.3,0,9.0,0,17,0.8,124,7,17.0,887.0,1274,3885,11,7.0,14,1,1,0,3
748,1,1.7,0,6.0,1,27,0.9,150,8,4.0,450.0,1554,2126,18,9.0,7,1,0,0,1
1391,0,1.4,0,2.0,1,36,0.8,182,1,6.0,14.0,1256,3139,14,7.0,14,1,1,0,2
1745,0,2.9,0,2.0,1,3,0.9,105,3,3.0,426.0,1629,1308,5,2.0,2,1,1,0,1
946,1,1.4,0,9.0,0,26,0.1,186,6,10.0,273.0,891,1637,7,3.0,6,1,0,1,0
664,0,1.5,0,5.0,1,6,0.9,164,2,19.0,1076.0,1472,3774,11,5.0,18,1,0,0,3
1844,1,2.3,1,1.0,0,51,0.7,158,8,3.0,533.0,882,1724,5,1.0,14,0,1,1,1
1726,1,0.9,1,2.0,0,51,0.6,193,4,3.0,379.0,1223,2239,13,9.0,13,1,0,1,2
1663,1,0.5,0,1.0,0,40,0.6,147,4,15.0,951.0,1545,1336,8,5.0,15,1,0,0,1
871,0,0.6,0,2.0,0,52,0.1,178,3,3.0,194.0,1437,437,14,7.0,17,1,0,0,0
718,0,0.7,1,1.0,1,21,0.8,88,1,7.0,518.0,830,1754,17,11.0,9,1,0,1,1
1875,1,0.5,1,11.0,1,55,0.7,91,1,17.0,1802.0,1942,2712,7,2.0,6,1,0,1,3
1097,0,1.4,0,2.0,0,60,0.8,181,1,17.0,405.0,519,509,15,12.0,12,1,0,0,0
1991,1,1.8,0,11.0,0,9,0.7,94,3,12.0,751.0,1377,1511,17,8.0,9,0,0,0,1
1565,1,0.5,0,8.0,0,38,0.1,121,5,1.0,781.0,1364,308,19,17.0,7,1,1,1,0
1723,1,1.0,0,1.0,1,7,0.6,126,3,17.0,384.0,1361,1213,5,16.0,16,1,1,1,1
832,1,0.5,1,1.0,1,5,0.1,165,5,2.0,9.0,1944,3946,12,5.0,14,1,1,1,3
1604,1,1.7,0,2.0,0,33,1.0,191,8,5.0,134.0,939,916,13,10.0,12,0,1,1,0
1868,1,0.5,0,2.0,1,40,0.9,179,8,17.0,576.0,884,298,8,2.0,17,1,1,0,0
1129,1,0.8,1,9.0,1,21,0.6,116,2,10.0,1128.0,1702,1400,11,10.0,13,1,1,0,1
801,1,2.2,1,2.0,0,63,0.4,165,7,4.0,650.0,879,1617,17,4.0,19,0,0,1,1
764,0,1.0,1,9.0,1,45,0.5,124,8,11.0,52.0,539,1341,19,1.0,12,1,0,0,0
904,0,1.6,1,5.0,1,14,0.2,102,8,9.0,56.0,760,1846,7,4.0,3,1,0,1,1
1271,0,0.5,1,2.0,0,54,0.1,159,8,3.0,613.0,650,990,14,11.0,6,0,1,1,0
1266,0,1.9,1,3.0,1,7,0.2,184,3,12.0,346.0,1468,2532,10,5.0,4,1,1,1,2
1766,1,0.5,1,1.0,0,16,0.6,141,5,7.0,125.0,1227,3314,9,7.0,17,0,0,1,3
948,0,1.5,1,6.0,0,18,0.3,119,4,7.0,340.0,1728,2926,17,13.0,9,1,1,1,2
1887,1,3.0,1,6.0,1,17,0.2,126,8,7.0,1172.0,1798,3348,18,16.0,16,1,1,0,3
1436,1,2.4,1,3.0,1,23,0.3,106,5,4.0,189.0,1411,2488,8,4.0,8,1,0,0,2
1382,1,0.5,0,7.0,1,13,0.3,199,2,18.0,612.0,719,2073,16,7.0,9,1,0,1,1
1068,0,0.5,1,5.0,1,19,0.9,197,8,9.0,322.0,875,1209,19,12.0,12,1,1,0,0
1253,1,0.5,1,5.0,1,5,0.2,152,2,19.0,685.0,714,1878,15,13.0,4,1,1,0,1
1741,1,1.8,0,7.0,0,14,0.7,143,8,11.0,730.0,1895,3387,11,3.0,3,1,0,0,3
768,0,0.5,1,1.0,0,19,0.9,159,2,1.0,637.0,991,1145,19,1.0,7,0,0,1,0
561,1,2.8,1,2.0,1,40,0.1,99,7,6.0,426.0,865,2974,15,12.0,19,1,0,1,2
864,1,3.0,1,11.0,1,54,0.7,187,2,1.0,127.0,1670,3121,18,2.0,16,1,1,1,2
832,0,1.1,0,7.0,1,46,0.3,93,6,8.0,820.0,1366,3317,8,11.0,19,1,1,0,3
663,0,0.8,1,1.0,0,25,0.6,183,2,1.0,82.0,1605,3176,6,2.0,2,1,0,1,2
1454,0,1.4,1,8.0,0,37,0.8,80,8,20.0,903.0,910,1713,16,12.0,19,0,0,0,1
720,1,1.4,1,9.0,1,61,0.6,96,7,8.0,1347.0,1733,2799,5,3.0,15,1,0,1,3
1009,1,2.8,1,7.0,1,2,0.6,115,7,15.0,267.0,1841,2286,19,8.0,13,1,0,0,2
815,0,2.0,1,4.0,0,51,0.3,85,6,12.0,982.0,1291,3469,5,4.0,6,1,0,1,3
1770,1,2.3,0,2.0,0,9,0.6,183,6,5.0,1098.0,1373,3785,13,10.0,14,1,0,1,3
600,0,2.5,1,8.0,1,22,0.1,145,1,11.0,207.0,1162,3441,19,1.0,5,1,0,0,2
808,0,1.9,0,7.0,0,20,0.8,185,6,14.0,496.0,974,1471,13,4.0,11,0,1,0,0
1483,0,2.1,0,1.0,1,54,0.2,176,7,2.0,531.0,758,1851,15,13.0,2,1,1,0,1
1456,0,1.6,1,5.0,0,49,0.2,193,3,20.0,1285.0,1427,3624,12,11.0,16,1,1,0,3
969,0,1.8,1,2.0,1,44,0.6,158,3,7.0,167.0,909,641,9,1.0,8,1,0,1,0
1753,0,1.2,0,8.0,1,12,0.9,113,7,17.0,387.0,1595,1445,17,16.0,12,1,1,1,1
803,0,0.8,1,10.0,0,18,0.3,106,4,1.0,627.0,935,2801,18,15.0,12,0,1,0,2
1825,0,1.1,1,13.0,1,17,0.1,157,4,18.0,1621.0,1773,3130,12,4.0,2,1,0,1,3
1614,0,1.2,0,1.0,1,9,0.1,161,3,2.0,173.0,1219,1832,15,8.0,11,1,0,0,1
1533,1,1.1,1,5.0,1,17,0.3,160,4,20.0,1054.0,1393,2520,8,2.0,11,1,0,1,2
713,0,1.6,0,4.0,1,63,0.7,89,2,8.0,103.0,1760,2082,15,10.0,12,1,0,0,1
1829,1,2.1,0,8.0,0,59,0.1,91,5,15.0,1457.0,1919,3142,16,6.0,5,1,1,1,3
592,0,0.8,1,1.0,0,52,0.9,103,7,10.0,332.0,970,1507,5,1.0,4,0,0,1,0
1359,1,0.5,1,1.0,1,58,0.5,107,6,3.0,446.0,901,1076,16,8.0,4,1,1,1,0
757,1,0.9,1,4.0,0,64,0.5,157,7,5.0,114.0,819,3433,6,5.0,10,1,1,0,2
1579,1,0.5,1,1.0,0,5,0.2,88,7,9.0,1358.0,1739,3532,17,11.0,12,0,0,1,3
1624,1,2.6,1,3.0,0,58,1.0,200,3,11.0,1530.0,1744,1251,13,4.0,18,0,1,1,1
1354,1,0.7,1,3.0,1,26,0.5,136,4,6.0,297.0,918,2090,5,1.0,13,1,1,0,1
697,0,2.7,1,5.0,1,20,0.4,173,2,6.0,478.0,1477,259,12,6.0,4,1,1,1,0
802,1,2.4,1,1.0,0,45,0.8,157,3,9.0,1299.0,1633,3713,8,3.0,8,0,0,0,3
1162,0,1.0,0,2.0,0,50,0.5,104,4,10.0,332.0,866,1404,10,3.0,15,1,1,1,1
1940,1,1.0,1,16.0,1,5,0.2,194,4,1.0,588.0,1809,820,19,18.0,3,1,1,1,1
1949,0,2.6,1,4.0,0,47,0.3,199,4,7.0,407.0,822,1433,11,5.0,20,0,0,1,1
1065,0,2.8,1,14.0,1,21,0.1,158,5,3.0,760.0,1722,1193,16,13.0,20,1,0,1,1
674,1,2.9,1,1.0,0,21,0.2,198,3,4.0,576.0,1809,1180,6,3.0,4,1,1,1,0
1261,1,0.5,1,1.0,1,11,0.2,90,4,2.0,858.0,1591,348,14,9.0,14,1,0,1,0
1961,1,1.5,0,10.0,0,55,0.5,100,7,20.0,861.0,1888,2355,14,7.0,6,1,1,1,3
811,1,2.4,1,5.0,1,2,0.3,106,6,13.0,333.0,1429,2111,18,7.0,2,1,0,1,1
904,0,1.8,0,3.0,1,35,0.4,168,3,4.0,42.0,507,1360,15,12.0,11,1,0,0,0
1893,1,0.5,1,1.0,0,23,0.1,179,8,3.0,1203.0,1432,1482,15,7.0,17,0,1,0,2
1703,1,0.5,0,5.0,1,23,0.2,92,6,7.0,134.0,521,793,7,3.0,17,1,1,0,0
1023,1,2.3,1,5.0,1,30,0.2,80,8,7.0,5.0,1744,2086,10,9.0,19,1,1,1,1
545,0,0.5,0,5.0,1,11,0.3,131,3,1.0,381.0,1452,616,15,6.0,19,1,1,1,0
1397,0,2.4,1,5.0,1,3,0.2,121,3,15.0,433.0,1658,1378,18,15.0,4,1,1,1,1
1084,1,2.6,0,3.0,1,40,0.9,107,3,11.0,322.0,771,1945,15,4.0,10,1,1,0,1
983,0,1.8,0,7.0,1,53,0.9,187,1,4.0,1001.0,1176,1389,17,8.0,8,1,1,1,1
920,0,2.1,1,5.0,0,25,0.4,115,7,14.0,209.0,1078,785,10,7.0,5,0,1,1,0
1220,0,2.9,0,3.0,0,62,0.5,125,4,8.0,403.0,1933,2589,19,11.0,15,1,1,1,2
1128,1,1.1,0,9.0,1,46,0.9,135,8,10.0,751.0,1582,1434,5,12.0,11,1,0,0,1
966,0,2.0,0,8.0,1,34,0.5,118,2,10.0,214.0,1523,3534,18,17.0,11,1,1,1,3
1589,1,0.6,1,14.0,1,58,0.9,85,7,7.0,319.0,1206,3464,19,10.0,6,1,1,1,3
1650,0,2.3,0,5.0,1,38,0.7,89,1,1.0,773.0,881,324,14,10.0,2,1,1,1,0
987,0,1.3,1,7.0,1,61,0.4,107,3,9.0,581.0,820,3963,9,4.0,20,1,0,1,3
637,1,0.8,1,2.0,0,28,0.6,194,4,6.0,1080.0,1289,2725,15,10.0,7,0,0,0,2
1581,1,1.0,0,9.0,0,41,0.4,172,4,19.0,693.0,850,1384,19,9.0,2,0,1,1,1
1924,0,2.6,0,8.0,1,59,0.9,136,6,10.0,1438.0,1923,3646,10,9.0,16,1,0,1,3
1695,0,2.3,1,1.0,0,34,0.4,84,5,10.0,713.0,1742,3296,17,6.0,14,0,0,0,3
589,1,0.5,0,1.0,1,59,0.7,146,8,4.0,759.0,1858,362,16,10.0,6,1,1,1,0
618,1,0.5,1,2.0,1,57,0.2,88,3,7.0,879.0,896,2399,18,15.0,17,1,1,1,1
657,0,2.5,0,6.0,0,37,0.7,141,2,1.0,476.0,961,1412,14,3.0,18,0,1,0,0
559,1,0.5,0,10.0,0,11,0.4,82,5,14.0,541.0,823,2019,10,4.0,16,1,1,1,1
1489,0,2.1,1,3.0,0,9,0.4,169,3,1.0,923.0,1759,1663,9,3.0,14,1,0,1,1
875,1,1.4,1,1.0,1,43,0.6,104,8,3.0,902.0,969,3396,14,2.0,18,1,0,0,3
1987,1,1.9,0,16.0,0,50,0.7,119,8,18.0,960.0,1925,857,12,4.0,6,1,1,0,1
897,0,1.4,1,1.0,0,17,0.4,171,1,2.0,547.0,1852,2948,12,3.0,5,0,0,1,2
1479,0,0.5,0,8.0,0,19,0.6,156,3,10.0,180.0,1476,3323,13,12.0,6,1,0,1,3
1773,1,2.5,0,16.0,1,32,0.6,170,6,18.0,1215.0,1472,3566,17,6.0,13,1,0,1,3
850,1,1.6,1,6.0,1,29,0.5,133,5,19.0,404.0,642,593,19,17.0,10,1,0,1,0
1753,0,0.5,1,4.0,1,31,0.1,134,1,18.0,1590.0,1926,1324,17,10.0,17,1,0,1,2
1559,1,1.6,1,6.0,1,6,0.5,162,6,17.0,179.0,1559,3352,9,1.0,3,1,1,1,3
1086,1,1.7,1,1.0,1,43,0.2,111,6,1.0,56.0,1150,3285,11,5.0,17,1,1,0,2
1880,1,1.8,0,4.0,1,18,0.7,138,3,5.0,71.0,699,3333,17,15.0,7,1,0,0,3
1846,1,0.6,0,1.0,0,19,0.7,159,1,2.0,83.0,773,1333,15,6.0,11,0,1,1,1
1843,0,2.8,0,1.0,1,62,0.8,104,3,7.0,21.0,832,3899,5,4.0,6,1,0,1,3
707,0,0.5,0,2.0,1,16,0.1,194,2,4.0,1027.0,1508,1853,17,14.0,12,1,1,1,1
1161,0,1.3,1,12.0,1,21,0.6,126,8,12.0,308.0,1169,3336,6,4.0,14,1,0,1,3
1730,0,2.0,1,1.0,1,20,0.1,143,4,10.0,418.0,1023,1595,14,4.0,12,1,1,0,1
1259,0,1.2,1,12.0,0,13,0.5,97,2,15.0,1210.0,1989,340,17,13.0,4,1,0,1,0
1551,0,1.1,0,4.0,0,51,0.1,88,5,6.0,1738.0,1995,3844,11,8.0,4,0,1,0,3
589,1,2.3,1,1.0,0,61,0.6,160,4,10.0,429.0,815,2113,13,7.0,2,1,0,1,1
583,1,0.9,1,1.0,0,51,0.9,88,8,2.0,1658.0,1794,1799,16,9.0,7,0,1,0,1
1356,0,2.8,0,5.0,0,29,0.5,198,6,9.0,1612.0,1983,3702,17,5.0,19,0,0,0,3
595,0,2.6,0,11.0,1,20,0.4,122,2,18.0,623.0,816,1593,19,11.0,2,1,0,1,0
1576,1,2.2,0,8.0,0,5,0.7,139,3,17.0,258.0,789,3904,5,1.0,7,1,1,1,3
1454,1,1.6,0,6.0,1,21,0.2,160,4,10.0,186.0,1100,719,14,10.0,10,1,1,1,0
1751,0,0.5,1,6.0,0,8,0.6,178,6,20.0,170.0,564,2969,8,6.0,17,0,0,1,2
1940,1,0.9,1,4.0,0,17,0.7,93,5,7.0,112.0,858,2297,14,6.0,8,0,1,0,2
1265,0,1.5,0,7.0,0,49,0.7,182,5,16.0,690.0,836,1362,5,12.0,12,0,0,1,1
1303,1,2.1,0,6.0,1,10,0.4,109,8,15.0,1335.0,1873,2219,9,3.0,15,1,1,1,2
539,1,0.6,1,9.0,0,21,0.1,145,7,14.0,551.0,599,3597,14,5.0,9,0,0,0,2
1083,0,1.0,0,6.0,0,52,0.9,126,2,20.0,925.0,1469,681,19,18.0,19,1,1,1,0
1549,1,1.5,1,3.0,1,27,0.4,113,5,7.0,632.0,1162,436,10,8.0,11,1,0,0,0
1181,0,2.3,0,12.0,1,61,0.6,116,2,16.0,385.0,831,2020,6,4.0,18,1,1,0,1
1394,1,0.9,1,10.0,1,62,0.3,175,5,13.0,1010.0,1565,473,11,1.0,20,1,1,0,0
1250,1,1.4,0,8.0,0,44,0.2,182,7,20.0,703.0,1011,1882,14,1.0,14,0,0,0,1
1451,1,0.5,0,5.0,1,57,0.6,181,8,12.0,812.0,1456,3038,15,7.0,18,1,0,1,3
603,0,1.5,0,8.0,0,12,0.7,114,6,20.0,1003.0,1284,1543,7,5.0,19,1,1,0,1
1488,0,0.5,0,1.0,0,39,0.8,112,5,6.0,1528.0,1647,3054,14,10.0,19,0,0,0,3
563,1,0.5,1,2.0,1,41,0.9,145,5,6.0,1263.0,1716,2603,11,2.0,9,1,1,0,2
1725,1,1.6,1,6.0,1,6,0.5,119,2,18.0,609.0,1307,3429,6,5.0,4,1,1,0,3
623,0,2.0,0,2.0,0,6,0.1,127,3,4.0,144.0,672,3657,17,3.0,19,1,1,0,2
1202,1,2.4,1,11.0,0,19,0.1,122,2,1.0,404.0,1742,595,19,14.0,3,0,0,0,0
1713,0,3.0,1,5.0,1,20,0.9,104,7,17.0,237.0,890,971,11,10.0,10,1,0,0,0
1946,0,2.7,1,8.0,0,8,0.3,123,8,19.0,647.0,1849,3117,6,6.0,2,1,0,0,3
1786,0,0.5,0,9.0,1,58,0.7,161,7,10.0,231.0,1671,2764,9,3.0,7,1,1,1,3
1836,1,2.1,1,14.0,1,30,0.2,184,7,15.0,276.0,1230,3072,7,3.0,5,1,1,0,3
946,1,2.6,1,17.0,0,5,0.1,166,3,20.0,1698.0,1771,3720,15,7.0,4,0,1,0,3
1271,1,0.5,0,12.0,0,32,0.1,113,7,15.0,1350.0,1949,445,15,14.0,14,0,0,1,0
1656,1,0.5,1,8.0,1,38,0.1,105,7,17.0,506.0,519,1499,12,8.0,19,1,0,1,1
1751,0,2.5,0,1.0,0,4,0.6,146,8,9.0,1499.0,1952,1155,19,14.0,12,0,1,1,1
1442,0,0.6,1,1.0,0,27,0.4,127,5,8.0,266.0,642,991,14,8.0,7,1,0,0,0
912,0,0.7,0,3.0,0,47,0.9,182,3,6.0,724.0,794,1321,7,2.0,6,0,1,1,0
1018,1,0.7,1,7.0,0,63,0.1,155,5,18.0,856.0,883,3048,10,3.0,2,0,0,1,2
989,1,1.8,1,4.0,1,55,0.7,124,1,12.0,46.0,1069,1737,8,5.0,10,1,0,1,1
652,0,0.5,1,1.0,0,58,0.6,142,3,2.0,464.0,781,565,18,12.0,9,0,0,1,0
753,1,0.5,0,11.0,1,48,0.1,121,8,20.0,606.0,1316,3484,11,10.0,16,1,0,0,3
1266,0,2.6,0,1.0,0,18,0.4,86,7,2.0,1187.0,1595,398,16,8.0,3,1,1,1,0
1995,1,0.5,0,6.0,0,26,0.2,129,1,15.0,649.0,1104,1322,15,11.0,7,0,1,1,1
1876,0,0.5,0,10.0,1,40,0.3,86,6,14.0,546.0,1564,2513,10,8.0,16,1,1,0,3
1039,0,0.5,1,8.0,0,47,0.2,130,8,9.0,384.0,1878,1742,18,12.0,15,1,0,0,1
1325,1,0.5,0,5.0,1,13,1.0,133,4,8.0,1353.0,1915,3707,19,3.0,18,1,1,0,3
1780,1,0.5,0,6.0,0,27,0.1,190,4,11.0,1331.0,1463,2776,19,17.0,14,1,1,1,3
1707,0,1.4,0,8.0,0,41,0.8,80,7,2.0,1331.0,1388,1774,12,3.0,10,0,0,0,2
1956,0,2.2,0,10.0,1,37,0.5,87,3,2.0,185.0,776,1109,13,1.0,19,1,1,0,1
1689,0,1.8,0,17.0,0,24,0.3,127,3,18.0,954.0,1200,2766,7,2.0,7,0,1,1,3
1138,0,1.1,0,5.0,1,48,0.6,109,3,14.0,233.0,1777,2048,6,2.0,18,1,1,1,2
1924,0,0.5,0,3.0,1,63,0.3,111,2,10.0,122.0,686,3423,13,3.0,19,1,0,0,3
1178,1,1.3,0,2.0,0,49,0.6,101,5,4.0,579.0,596,2511,6,3.0,17,0,0,0,2
851,0,0.5,0,3.0,0,21,0.4,200,5,7.0,1171.0,1263,478,12,7.0,10,1,0,1,0
728,0,2.7,1,4.0,0,25,0.2,88,4,1.0,526.0,1529,2039,5,1.0,12,1,1,1,1
1097,0,2.1,1,6.0,0,64,0.2,161,3,8.0,419.0,1914,1725,14,5.0,9,1,0,1,1
1130,1,0.5,1,1.0,1,29,0.7,130,1,14.0,593.0,1327,432,6,1.0,10,1,1,1,0
1082,0,0.8,0,2.0,0,38,0.1,198,8,5.0,986.0,1191,2337,6,1.0,17,0,1,1,2
1562,1,1.3,1,1.0,1,7,0.2,190,5,15.0,642.0,1533,2243,12,10.0,6,1,0,0,2
1271,0,1.5,1,10.0,0,2,0.9,161,1,1.0,1260.0,1788,892,15,13.0,20,0,1,0,1
965,1,0.5,0,15.0,0,53,1.0,131,8,19.0,297.0,653,3227,12,6.0,8,1,0,0,2
742,1,0.5,0,5.0,1,36,0.7,139,3,1.0,1161.0,1288,292,8,6.0,6,1,1,1,0
1742,0,2.3,1,9.0,1,43,0.4,170,7,12.0,453.0,681,2610,12,3.0,10,1,0,1,2
962,0,1.0,1,14.0,0,2,0.9,125,1,20.0,1618.0,1916,1491,16,2.0,14,1,0,0,1
1595,1,0.8,1,2.0,1,44,0.7,85,4,20.0,1024.0,1838,3881,14,10.0,9,1,0,1,3
1251,0,0.5,1,10.0,1,29,0.7,133,6,16.0,308.0,591,1052,11,9.0,11,1,0,0,0
672,1,0.5,1,5.0,0,54,0.9,95,4,11.0,578.0,1143,667,17,8.0,14,0,0,0,0
1596,0,2.9,1,7.0,0,7,0.7,149,2,9.0,169.0,1190,2493,14,12.0,13,1,1,1,2
1067,1,1.7,1,10.0,0,58,0.5,135,7,14.0,79.0,681,706,12,9.0,16,0,1,0,0
504,1,2.8,1,2.0,0,54,0.4,163,2,10.0,1207.0,1539,2378,17,11.0,2,1,0,0,2
1980,0,0.5,1,2.0,1,29,0.8,177,1,13.0,312.0,1910,3865,12,10.0,18,1,0,0,3
957,1,0.7,0,2.0,1,4,0.1,160,2,6.0,38.0,1682,1898,12,4.0,3,1,1,0,1
874,0,1.3,0,5.0,0,8,0.5,185,1,20.0,442.0,1248,582,6,4.0,15,0,0,0,0
914,1,0.7,0,1.0,1,60,0.9,198,5,4.0,740.0,840,3736,14,8.0,5,1,0,0,3
671,0,0.9,1,10.0,0,30,0.7,105,7,17.0,852.0,1182,2504,6,4.0,15,1,0,0,2
1729,1,2.1,1,1.0,0,12,0.9,186,1,6.0,461.0,1178,1519,9,4.0,5,1,0,1,1
635,1,0.6,1,1.0,1,50,0.3,97,5,13.0,193.0,989,2107,13,12.0,12,1,0,0,1
1396,0,1.5,1,2.0,1,44,0.1,118,6,1.0,173.0,1843,1386,7,1.0,8,1,1,1,1
999,0,1.7,0,6.0,0,49,0.6,132,1,17.0,608.0,1970,1598,7,2.0,8,0,1,0,1
1283,1,2.4,1,8.0,1,33,1.0,93,3,15.0,510.0,980,773,17,7.0,2,1,1,0,0
1318,0,1.9,1,8.0,1,11,0.8,188,2,15.0,688.0,1591,1780,12,10.0,2,1,0,0,1
1231,0,1.2,1,5.0,0,54,0.8,185,3,10.0,632.0,1184,1762,5,3.0,6,1,1,0,1
536,0,2.4,1,12.0,1,3,0.3,182,7,14.0,1386.0,1539,284,12,9.0,4,1,1,0,0
1994,1,0.8,1,2.0,1,7,0.6,88,8,4.0,667.0,711,454,11,8.0,6,1,1,0,0
831,0,2.4,0,10.0,0,55,0.5,86,6,12.0,172.0,1239,1075,12,11.0,3,1,1,0,0
759,0,2.5,0,3.0,1,39,0.3,162,2,8.0,110.0,1317,968,6,2.0,2,1,0,0,0
936,0,0.5,1,14.0,1,14,0.1,164,3,17.0,150.0,1677,3761,13,1.0,12,1,0,0,3
1398,0,1.6,1,8.0,1,26,0.8,150,1,12.0,755.0,1284,3488,14,3.0,11,1,1,0,3
1483,1,2.2,0,3.0,1,53,0.7,169,5,11.0,291.0,651,1744,6,3.0,10,1,0,0,1
1299,1,2.8,1,3.0,0,64,0.5,83,6,6.0,46.0,908,1938,19,8.0,5,1,0,1,1
1358,1,0.5,0,11.0,1,36,0.3,155,4,14.0,1565.0,1858,3068,9,4.0,4,1,1,0,3
586,0,0.5,1,1.0,0,57,0.3,188,2,5.0,1226.0,1389,3646,15,4.0,11,1,1,1,3
1686,1,2.8,1,3.0,0,38,0.1,166,4,4.0,397.0,1453,2958,14,11.0,2,0,0,0,3
710,1,0.5,0,6.0,0,32,0.8,151,5,9.0,485.0,857,1419,12,11.0,18,0,1,0,0
1821,1,1.2,0,13.0,1,44,0.6,141,2,14.0,1208.0,1212,1411,8,2.0,15,1,1,0,1
599,1,2.9,0,8.0,1,64,0.3,186,8,1.0,103.0,646,3396,5,3.0,7,1,0,0,2
1490,1,0.5,1,4.0,1,64,0.3,150,8,8.0,1417.0,1464,3600,17,9.0,7,1,1,1,3
668,0,0.5,1,2.0,0,3,0.1,155,5,13.0,666.0,1203,2746,9,5.0,8,1,1,1,2
907,1,2.6,1,7.0,0,44,0.2,160,3,12.0,144.0,896,3911,13,6.0,8,0,0,0,3
1848,1,1.4,1,2.0,1,42,0.7,179,2,10.0,154.0,605,3902,11,9.0,3,1,0,1,3
1189,1,1.9,0,5.0,0,7,0.5,164,2,20.0,79.0,615,841,13,10.0,11,0,1,0,0
1432,1,1.7,1,6.0,1,39,0.3,164,4,18.0,209.0,947,504,14,4.0,10,1,1,0,0
1414,0,0.5,0,15.0,1,15,0.8,168,2,18.0,294.0,1233,1069,18,6.0,14,1,0,0,0
1366,1,0.7,1,1.0,1,34,0.1,150,2,9.0,402.0,964,3501,13,11.0,3,1,0,0,3
1558,1,2.5,0,2.0,1,32,0.1,114,5,3.0,322.0,1385,878,16,5.0,17,1,1,1,0
1986,1,0.5,1,7.0,1,39,0.1,89,7,19.0,251.0,599,3476,11,8.0,17,1,1,0,3
880,0,1.7,0,2.0,0,6,0.6,198,4,19.0,632.0,660,3006,6,4.0,3,1,0,0,2
1971,1,0.5,1,5.0,0,40,0.3,186,7,19.0,485.0,922,571,8,7.0,17,1,1,0,0
